,artist,pixelsx,pixelsy,size_bytes,style,title,new_filename,filepath
2461,Harry Clarke,900.0,1190.0,489415.0,Art Nouveau (Modern),Tales of Mystery and Imagination by Edgar Allan Poe,12200.jpg,five_classes/12200.jpg
2462,Ivan Bilibin,800.0,1042.0,1356077.0,Art Nouveau (Modern),"Baba Yaga. Illustration for the fairy tale ""Vasilisa the Beautiful""",4584.jpg,five_classes/4584.jpg
2463,Koloman Moser,2820.0,2574.0,4697660.0,Art Nouveau (Modern),The sketch of the round window art,52552.jpg,five_classes/52552.jpg
2464,Sergey Solomko,532.0,343.0,48450.0,Art Nouveau (Modern),Forever together,71434.jpg,five_classes/71434.jpg
2465,Ivan Bilibin,1818.0,2844.0,2471876.0,Art Nouveau (Modern),Illustration for the magazine Education,91787.jpg,five_classes/91787.jpg
2466,Koloman Moser,1428.0,2142.0,1627586.0,Art Nouveau (Modern),Stamp Design Crown Prince Otto (not accepted),16203.jpg,five_classes/16203.jpg
2467,Alphonse Mucha,2617.0,4138.0,3415819.0,Art Nouveau (Modern),Fruit,70787.jpg,five_classes/70787.jpg
2468,Egon Schiele,631.0,1008.0,96345.0,Art Nouveau (Modern),Crouching Figure (Valerie Neuzil),13950.jpg,five_classes/13950.jpg
2469,Aubrey Beardsley,614.0,800.0,73196.0,Art Nouveau (Modern),Cover design for 'The Yellow Book',870.jpg,five_classes/870.jpg
2470,Boris Kustodiev,1000.0,730.0,186466.0,Art Nouveau (Modern),Shrove-Tide ,102273.jpg,five_classes/102273.jpg
2471,Wilhelm Kotarbinski,800.0,426.0,151875.0,Art Nouveau (Modern),Cleopatra,66611.jpg,five_classes/66611.jpg
2472,Enrico Prampolini,740.0,1024.0,1134598.0,Art Nouveau (Modern),Thaïs Talizky ,94507.jpg,five_classes/94507.jpg
2473,Koloman Moser,2820.0,1920.0,4047860.0,Art Nouveau (Modern),Stage design for 'The minutes of love' by Edward Bauersfeld,19938.jpg,five_classes/19938.jpg
2474,Felix Vallotton ,581.0,688.0,156758.0,Art Nouveau (Modern),Portuguese poet João de Deus ,85662.jpg,five_classes/85662.jpg
2475,Theophile Steinlen,506.0,700.0,46796.0,Art Nouveau (Modern),Le Chemineau  ,56444.jpg,five_classes/56444.jpg
2476,Raphael Kirchner,600.0,613.0,60313.0,Art Nouveau (Modern),Sun women,94789.jpg,five_classes/94789.jpg
2477,Gustav Klimt,2024.0,2042.0,812444.0,Art Nouveau (Modern),Blooming field,65428.jpg,five_classes/65428.jpg
2478,Ferdinand Hodler,4824.0,2520.0,7132982.0,Art Nouveau (Modern),The life of Weary,70063.jpg,five_classes/70063.jpg
2479,Jules Cheret,500.0,691.0,151107.0,Art Nouveau (Modern),Yvette Guilbert,96690.jpg,five_classes/96690.jpg
2480,Nicholas Roerich,800.0,616.0,78401.0,Art Nouveau (Modern),Prologue. Forest.,12397.jpg,five_classes/12397.jpg
2481,Charles Rennie Mackintosh,1935.0,2004.0,867113.0,Art Nouveau (Modern),"Stained glass window, The Hill House Glasgow",93055.jpg,five_classes/93055.jpg
2482,Harry Clarke,640.0,394.0,52406.0,Art Nouveau (Modern),The Year's at the Spring,65778.jpg,five_classes/65778.jpg
2483,Egon Schiele,583.0,1004.0,136554.0,Art Nouveau (Modern),"Portrait of Edith Schiele, the artist's wife",62304.jpg,five_classes/62304.jpg
2484,Edmund Dulac,562.0,800.0,134660.0,Art Nouveau (Modern),"The Sleeve of Night, The Rubaiyat of Omar Khayyam",80173.jpg,five_classes/80173.jpg
2485,Valentin Serov,1000.0,550.0,100308.0,Art Nouveau (Modern),"Apollo and Diana, beating children Niobe",77994.jpg,five_classes/77994.jpg
2486,Theodor Severin Kittelsen,400.0,522.0,33278.0,Art Nouveau (Modern),Har dyrene Sjæl? Cover,43651.jpg,five_classes/43651.jpg
2487,Aubrey Beardsley,858.0,1280.0,440817.0,Art Nouveau (Modern),Cinesias Entreating Myrrhina to Coition,77560.jpg,five_classes/77560.jpg
2488,Andrei Ryabushkin,1000.0,603.0,228821.0,Art Nouveau (Modern),A bow with a red porch. Illustration for the coronation album,19303.jpg,five_classes/19303.jpg
2489,Wilhelm Kotarbinski,833.0,544.0,220232.0,Art Nouveau (Modern),Song of the Slaves,74745.jpg,five_classes/74745.jpg
2490,Raphael Kirchner,600.0,374.0,48576.0,Art Nouveau (Modern),Girls with purple surrounds,80399.jpg,five_classes/80399.jpg
2491,Ferdinand Hodler,3948.0,2832.0,4104570.0,Art Nouveau (Modern),The working mower,100830.jpg,five_classes/100830.jpg
2492,Akseli Gallen-Kallela,600.0,467.0,73635.0,Art Nouveau (Modern),Lake Keitele,66748.jpg,five_classes/66748.jpg
2493,Louis Comfort Tiffany,441.0,420.0,23994.0,Art Nouveau (Modern),Vase ,95927.jpg,five_classes/95927.jpg
2494,Aubrey Beardsley,1947.0,2763.0,1645276.0,Art Nouveau (Modern),The Cave of Spleen,23681.jpg,five_classes/23681.jpg
2495,Harry Clarke,900.0,1176.0,503026.0,Art Nouveau (Modern),Tales of Mystery and Imagination by Edgar Allan Poe,21092.jpg,five_classes/21092.jpg
2496,Valentin Serov,1000.0,726.0,130482.0,Art Nouveau (Modern),Sketch for the design of a curtain for the ballet 'Scheherazade' ,45135.jpg,five_classes/45135.jpg
2497,Eugène Grasset,1417.0,1134.0,277568.0,Art Nouveau (Modern),Abricotine,827.jpg,five_classes/827.jpg
2498,Arthur Rackham,550.0,720.0,82286.0,Art Nouveau (Modern),Lady Lyonors confronts Gareth,36529.jpg,five_classes/36529.jpg
2499,Theophile Steinlen,570.0,800.0,132102.0,Art Nouveau (Modern),Envoi de Fleurs ,17380.jpg,five_classes/17380.jpg
2500,Henri de Toulouse-Lautrec,595.0,700.0,126755.0,Art Nouveau (Modern),"Woman Lying on Her Back, Both Arms Raised",14441.jpg,five_classes/14441.jpg
2501,Boris Kustodiev,1000.0,678.0,140490.0,Art Nouveau (Modern),Meeting on the corner,32218.jpg,five_classes/32218.jpg
2502,Nicholas Roerich,800.0,613.0,103094.0,Art Nouveau (Modern),"Study to ""Flying Carpet""",37998.jpg,five_classes/37998.jpg
2503,Harry Clarke,482.0,640.0,60982.0,Art Nouveau (Modern),The Year's at the Spring,37632.jpg,five_classes/37632.jpg
2504,Aubrey Beardsley,1916.0,2430.0,1509576.0,Art Nouveau (Modern),How Morgan Le Fay Gave a Shield to Sir Tristram,14977.jpg,five_classes/14977.jpg
2505,Ivan Bilibin,1746.0,2634.0,10562101.0,Art Nouveau (Modern),Olive Trees,2959.jpg,five_classes/2959.jpg
2506,Raphael Kirchner,789.0,1600.0,298876.0,Art Nouveau (Modern),Envy,19008.jpg,five_classes/19008.jpg
2507,Dorothy Lathrop,1032.0,714.0,176391.0,Art Nouveau (Modern),The Treasure of Carcassonne ,31705.jpg,five_classes/31705.jpg
2508,John Bauer,799.0,900.0,794122.0,Art Nouveau (Modern),Self-portrait ,35168.jpg,five_classes/35168.jpg
2509,Arthur Rackham,490.0,696.0,80988.0,Art Nouveau (Modern),For years he had been quietly filling his stocking,97157.jpg,five_classes/97157.jpg
2510,Carl Larsson,1063.0,754.0,175022.0,Art Nouveau (Modern),The Yard and Wash-House,21567.jpg,five_classes/21567.jpg
2511,Serge Sudeikin,800.0,529.0,166836.0,Art Nouveau (Modern),"Study for ""Eugene Onegin""",70949.jpg,five_classes/70949.jpg
2512,Carl Larsson,824.0,1125.0,213343.0,Art Nouveau (Modern),October (The Pumpkins),72239.jpg,five_classes/72239.jpg
2513,Louis Comfort Tiffany,1764.0,1486.0,191072.0,Art Nouveau (Modern),Perfume bottle and two jars ,18449.jpg,five_classes/18449.jpg
2514,Raphael Kirchner,402.0,581.0,14349.0,Art Nouveau (Modern),Nude Drawings,16700.jpg,five_classes/16700.jpg
2515,Kay Nielsen,642.0,885.0,131394.0,Art Nouveau (Modern),Rosebud,83471.jpg,five_classes/83471.jpg
2516,Louis Comfort Tiffany,537.0,681.0,192253.0,Art Nouveau (Modern),Vase,52721.jpg,five_classes/52721.jpg
2517,Arthur Rackham,600.0,815.0,126245.0,Art Nouveau (Modern),He brings thee this sword,6959.jpg,five_classes/6959.jpg
2518,Arthur Rackham,407.0,720.0,49641.0,Art Nouveau (Modern),Tristan comes to Tintagel dressed as a jester,59993.jpg,five_classes/59993.jpg
2519,Sergey Solomko,600.0,597.0,85748.0,Art Nouveau (Modern),Plate 'Egyptian Queen',102094.jpg,five_classes/102094.jpg
2520,Aubrey Beardsley,1014.0,1280.0,710718.0,Art Nouveau (Modern),The bathers,14772.jpg,five_classes/14772.jpg
2521,Zinaida Serebriakova,512.0,655.0,52108.0,Art Nouveau (Modern),Portrait of E.E. Zelenkova nee Lancere,62954.jpg,five_classes/62954.jpg
2522,Leon Bakst,332.0,512.0,34272.0,Art Nouveau (Modern),"""Narcisse"" -Boeotian",27630.jpg,five_classes/27630.jpg
2523, Capitain,511.0,706.0,163957.0,Art Nouveau (Modern),"Costume designs for ""Petrushka"" by Stravinsky in Metropolitan Opera",66.jpg,five_classes/66.jpg
2524,Koloman Moser,1710.0,1128.0,1198009.0,Art Nouveau (Modern),Three crouching women,28723.jpg,five_classes/28723.jpg
2525,Boris Kustodiev,1000.0,786.0,223745.0,Art Nouveau (Modern),Promenade Along the Volga ,81773.jpg,five_classes/81773.jpg
2526,Konstantin Yuon,2147.0,1309.0,1334261.0,Art Nouveau (Modern),Stage design for Mussorgsky's opera 'Khovanshina',51939.jpg,five_classes/51939.jpg
2527,Boris Kustodiev,1000.0,726.0,206504.0,Art Nouveau (Modern),Autumn festivities,52922.jpg,five_classes/52922.jpg
2528,Felix Vallotton ,368.0,543.0,25554.0,Art Nouveau (Modern),Portrait of French writer Henri Mazel ,73932.jpg,five_classes/73932.jpg
2529,Konstantin Yuon,2262.0,1224.0,1319659.0,Art Nouveau (Modern),Sketch for the play by Ostrovsky 'Mad Money'. In the Petrovsky Park,20146.jpg,five_classes/20146.jpg
2530,Arthur Rackham,436.0,600.0,48429.0,Art Nouveau (Modern),A flushed and boisterous group,11411.jpg,five_classes/11411.jpg
2531,Aubrey Beardsley,1280.0,1192.0,1001158.0,Art Nouveau (Modern),Design of Initial V,90393.jpg,five_classes/90393.jpg
2532,Charles Robinson,736.0,1133.0,227851.0,Art Nouveau (Modern),The Secret Garden ,18055.jpg,five_classes/18055.jpg
2533,Louis Comfort Tiffany,721.0,599.0,170729.0,Art Nouveau (Modern),Laburnum  ,99109.jpg,five_classes/99109.jpg
2534,Egon Schiele,652.0,1015.0,130435.0,Art Nouveau (Modern),Sarena Lederer,81663.jpg,five_classes/81663.jpg
2535,Arthur Rackham,518.0,600.0,42482.0,Art Nouveau (Modern),Then old Fezziwig stood out to dance with Mrs. Fezziwig,31791.jpg,five_classes/31791.jpg
2536,Carl Larsson,1024.0,736.0,219066.0,Art Nouveau (Modern),Required Reading,899.jpg,five_classes/899.jpg
2537,Franz Stuck,2233.0,3042.0,1465910.0,Art Nouveau (Modern),Salome,42767.jpg,five_classes/42767.jpg
2538,Arthur Rackham,494.0,705.0,85091.0,Art Nouveau (Modern),"A chrysanthemum heard her, and said pointedly, 'Hoity-toity, what is this'",33315.jpg,five_classes/33315.jpg
2539,Saturnino Herran,850.0,785.0,93070.0,Art Nouveau (Modern),Nuestros dioses antiguos,8153.jpg,five_classes/8153.jpg
2540,Alphonse Mucha,1050.0,1375.0,359502.0,Art Nouveau (Modern),The Judgement of Paris,95448.jpg,five_classes/95448.jpg
2541,Nicholas Roerich,908.0,768.0,153979.0,Art Nouveau (Modern),Treasure of Angels,78997.jpg,five_classes/78997.jpg
2542,Nicholas Roerich,912.0,653.0,149966.0,Art Nouveau (Modern),Forest,27504.jpg,five_classes/27504.jpg
2543,Raphael Kirchner,600.0,395.0,55335.0,Art Nouveau (Modern),Love Thoughts,92133.jpg,five_classes/92133.jpg
2544,Saturnino Herran,1200.0,382.0,97030.0,Art Nouveau (Modern),Nuestros dioses,27074.jpg,five_classes/27074.jpg
2545,Leon Bakst,700.0,932.0,102878.0,Art Nouveau (Modern),Le dieu bleu the bride  ,60621.jpg,five_classes/60621.jpg
2546,Alexandre Benois,800.0,351.0,93333.0,Art Nouveau (Modern),"The scene of the ball. Set Design for Tchaikovsky's opera ""Queen of Spades""",48252.jpg,five_classes/48252.jpg
2547,Ivan Bilibin,1878.0,2934.0,11492005.0,Art Nouveau (Modern),"Illustration for the Russian Fairy Story ""The Frog Princess""",80499.jpg,five_classes/80499.jpg
2548,Gustav Klimt,1388.0,2068.0,694721.0,Art Nouveau (Modern),Death and Life,13786.jpg,five_classes/13786.jpg
2549,Heorhiy Narbut,546.0,346.0,110723.0,Art Nouveau (Modern),Design of five hundred hryvnias bill of the Ukrainian National Republic  (avers),7277.jpg,five_classes/7277.jpg
2550,Ivan Bilibin,1000.0,628.0,669112.0,Art Nouveau (Modern),At the well,80944.jpg,five_classes/80944.jpg
2551,Koloman Moser,4122.0,4626.0,10196646.0,Art Nouveau (Modern),Happy editing. Illustration with self-portrait.,15569.jpg,five_classes/15569.jpg
2552,Ivan Bilibin,496.0,769.0,555386.0,Art Nouveau (Modern),Bird Alkonost,90402.jpg,five_classes/90402.jpg
2553,Konstantin Korovin,634.0,1000.0,122007.0,Art Nouveau (Modern),Fruit seller.Costume design for Gartman`s ballet,71785.jpg,five_classes/71785.jpg
2554,Ivan Bilibin,2076.0,2856.0,13123190.0,Art Nouveau (Modern),"Illustration for the Russian Fairy Story ""The Frog Princess""",83892.jpg,five_classes/83892.jpg
2555,Ferdinand Hodler,2514.0,5304.0,7948774.0,Art Nouveau (Modern),Standing female figure in a blue dress,7060.jpg,five_classes/7060.jpg
2556,Alphonse Mucha,2485.0,3307.0,573504.0,Art Nouveau (Modern),Champagne Printer Publisher,74537.jpg,five_classes/74537.jpg
2557,Jacek Malczewski,1775.0,2126.0,1486111.0,Art Nouveau (Modern),Christ and the Samaritian Woman,46036.jpg,five_classes/46036.jpg
2558,Dorothy Lathrop,1032.0,1493.0,641449.0,Art Nouveau (Modern),Illustration for Mopsa the Fairy,69119.jpg,five_classes/69119.jpg
2559,J. E. H. MacDonald,640.0,514.0,121959.0,Art Nouveau (Modern),The Solemn Land,53699.jpg,five_classes/53699.jpg
2560,Raphael Kirchner,547.0,824.0,84852.0,Art Nouveau (Modern),Stained Glass Art,72301.jpg,five_classes/72301.jpg
2561,Carlos Saenz de Tejada,5339.0,4044.0,2762301.0,Art Nouveau (Modern),"The Life of St. Ignatius Loyola. Plate 8. Before saying Mass, Ignatius is overcome with tears.",59919.jpg,five_classes/59919.jpg
2562,Gustav Klimt,650.0,622.0,123942.0,Art Nouveau (Modern),Danae,50971.jpg,five_classes/50971.jpg
2563,Nicholas Roerich,698.0,724.0,100324.0,Art Nouveau (Modern),"Vignette for book ""N. K. Roerich""",61032.jpg,five_classes/61032.jpg
2564,Boris Kustodiev,2000.0,1452.0,922362.0,Art Nouveau (Modern),Shrove-Tide ,5917.jpg,five_classes/5917.jpg
2565,Raphael Kirchner,828.0,536.0,73683.0,Art Nouveau (Modern),Salome,48869.jpg,five_classes/48869.jpg
2566,Aubrey Beardsley,1908.0,2708.0,1679068.0,Art Nouveau (Modern),The Baron's Prayer,86280.jpg,five_classes/86280.jpg
2567,Anna Ostroumova-Lebedeva,1600.0,1150.0,425919.0,Art Nouveau (Modern),St. Isaac's Cathedral in a foggy day,43717.jpg,five_classes/43717.jpg
2568,Dorothy Lathrop,1032.0,1288.0,378580.0,Art Nouveau (Modern),Illustration for Down-Adown-Derry,57533.jpg,five_classes/57533.jpg
2569,Felix Vallotton ,701.0,447.0,51286.0,Art Nouveau (Modern),The Manifistation,28339.jpg,five_classes/28339.jpg
2570,Frantisek Kupka,840.0,610.0,529517.0,Art Nouveau (Modern),The Crowning of Helen,67464.jpg,five_classes/67464.jpg
2571,Theophile Steinlen,2378.0,3345.0,2027295.0,Art Nouveau (Modern),Tour of Rodolphe Salis' Chat Noir,53503.jpg,five_classes/53503.jpg
2572,Jozsef Rippl-Ronai,424.0,580.0,26281.0,Art Nouveau (Modern),My Grandmother,10247.jpg,five_classes/10247.jpg
2573,Theophile Steinlen,510.0,700.0,95265.0,Art Nouveau (Modern),Idyll Faubourg,9514.jpg,five_classes/9514.jpg
2574,Leon Bakst,640.0,858.0,101770.0,Art Nouveau (Modern),Cleopatre syrian dance,63654.jpg,five_classes/63654.jpg
2575,John Bauer,831.0,1089.0,203603.0,Art Nouveau (Modern),I fara för sälar ,53135.jpg,five_classes/53135.jpg
2576,Edmund Dulac,644.0,799.0,200790.0,Art Nouveau (Modern),"They began to scream and chatter, from Beauty and the Beast",62971.jpg,five_classes/62971.jpg
2577,Galileo Chini,431.0,711.0,30226.0,Art Nouveau (Modern),La Danzatrice,45316.jpg,five_classes/45316.jpg
2578,Theophile Steinlen,837.0,608.0,62984.0,Art Nouveau (Modern),Montmartre  ,67753.jpg,five_classes/67753.jpg
2579,Kay Nielsen,500.0,840.0,24945.0,Art Nouveau (Modern),Hold Tight to My Shaggy Coat,1711.jpg,five_classes/1711.jpg
2580,Charles Rennie Mackintosh,900.0,1200.0,712635.0,Art Nouveau (Modern),"Décor de la salle à manger (House for an art lover, Glasgow) ",4192.jpg,five_classes/4192.jpg
2581,Anna Ostroumova-Lebedeva,467.0,800.0,172535.0,Art Nouveau (Modern),Petersburg. The Summer Garden in winter.,823.jpg,five_classes/823.jpg
2582,Fritz Rehm,551.0,835.0,38606.0,Art Nouveau (Modern),6 Card Set,5465.jpg,five_classes/5465.jpg
2583,Leon Bakst,800.0,496.0,105510.0,Art Nouveau (Modern),Costume Design for 'Scheherazade' ,47418.jpg,five_classes/47418.jpg
2584,Aladar Korosfoi-Kriesch,374.0,996.0,78859.0,Art Nouveau (Modern),Eagles above the Hero's Grave,68712.jpg,five_classes/68712.jpg
2585,Raphael Kirchner,984.0,1512.0,396359.0,Art Nouveau (Modern),Girls with olive green surrounds,4333.jpg,five_classes/4333.jpg
2586,Arthur Rackham,373.0,500.0,68883.0,Art Nouveau (Modern),The Pool of Tears,97478.jpg,five_classes/97478.jpg
2587,Zinaida Serebriakova,713.0,1000.0,132351.0,Art Nouveau (Modern),Portrait of Yekaterina Heidenreich in Red,76013.jpg,five_classes/76013.jpg
2588,Frantisek Kupka,663.0,800.0,156678.0,Art Nouveau (Modern),Boudoir scene,49889.jpg,five_classes/49889.jpg
2589,Felix Vallotton ,617.0,713.0,168349.0,Art Nouveau (Modern),German philosopher Arthur Schopenhauer,30184.jpg,five_classes/30184.jpg
2590,Nicholas Roerich,592.0,966.0,183015.0,Art Nouveau (Modern),Yaroslavna,93067.jpg,five_classes/93067.jpg
2591,Koloman Moser,960.0,1128.0,699159.0,Art Nouveau (Modern),Design for the anniversary stamp with Austrian Emperor Francis I,13281.jpg,five_classes/13281.jpg
2592,Jose de Almada-Negreiros,451.0,640.0,99238.0,Art Nouveau (Modern),Revista Contemporânea ,102908.jpg,five_classes/102908.jpg
2593,Louis Comfort Tiffany,428.0,599.0,30350.0,Art Nouveau (Modern),Jack-in-the-Pulpit Vase ,41642.jpg,five_classes/41642.jpg
2594,Theophile Steinlen,1138.0,1938.0,1252938.0,Art Nouveau (Modern),Le Lys Rouge ,27284.jpg,five_classes/27284.jpg
2595,Alphonse Mucha,435.0,650.0,90251.0,Art Nouveau (Modern),Sarah Bernhardt,88270.jpg,five_classes/88270.jpg
2596,Raphael Kirchner,404.0,626.0,70358.0,Art Nouveau (Modern),Heart Lady,93334.jpg,five_classes/93334.jpg
2597,Raphael Kirchner,353.0,541.0,38934.0,Art Nouveau (Modern),Viennese Blood,32672.jpg,five_classes/32672.jpg
2598,Jules Cheret,500.0,1400.0,152661.0,Art Nouveau (Modern),Cacao Lhara,26593.jpg,five_classes/26593.jpg
2599,Theophile Steinlen,749.0,600.0,45198.0,Art Nouveau (Modern),Vision de Paris ,48400.jpg,five_classes/48400.jpg
2600,Anna Ostroumova-Lebedeva,700.0,468.0,188055.0,Art Nouveau (Modern),Pavlovsk. Novosilviysky bridge.,102804.jpg,five_classes/102804.jpg
2601,Raphael Kirchner,653.0,889.0,156726.0,Art Nouveau (Modern),"Grace Darling, Hearst's Sunday American",75577.jpg,five_classes/75577.jpg
2602,Franklin Carmichael,606.0,480.0,132836.0,Art Nouveau (Modern),Frood Lake,61183.jpg,five_classes/61183.jpg
2603,Dorothy Lathrop,806.0,674.0,411448.0,Art Nouveau (Modern),The Fairy Circus ,68715.jpg,five_classes/68715.jpg
2604,Serge Sudeikin,809.0,1119.0,143581.0,Art Nouveau (Modern),Pancake Parsley,22954.jpg,five_classes/22954.jpg
2605,Egon Schiele,1019.0,881.0,293062.0,Art Nouveau (Modern),Woodland Prayer,50817.jpg,five_classes/50817.jpg
2606,Carlos Saenz de Tejada,800.0,294.0,85371.0,Art Nouveau (Modern),Sketch of mural decoration for the Emperador Hotel,3396.jpg,five_classes/3396.jpg
2607,Ferdinand Hodler,2200.0,2428.0,1699047.0,Art Nouveau (Modern),Giulia Leonardi ,58216.jpg,five_classes/58216.jpg
2608,Henri de Toulouse-Lautrec,614.0,768.0,136680.0,Art Nouveau (Modern),Entry of Cha u Kao,30978.jpg,five_classes/30978.jpg
2609,Arthur Rackham,421.0,560.0,52892.0,Art Nouveau (Modern),The King’s only daughter had been carried off by a Dragon,23996.jpg,five_classes/23996.jpg
2610,Louis Comfort Tiffany,537.0,512.0,126631.0,Art Nouveau (Modern),Vase,94307.jpg,five_classes/94307.jpg
2611,Aubrey Beardsley,1041.0,1280.0,1032979.0,Art Nouveau (Modern),Original sketch for the cover of 'Salome',50867.jpg,five_classes/50867.jpg
2612,Raphael Kirchner,373.0,592.0,47712.0,Art Nouveau (Modern),Parfums,44005.jpg,five_classes/44005.jpg
2613,Alexandre Benois,800.0,767.0,179083.0,Art Nouveau (Modern),Versailles. Greenhouse,2120.jpg,five_classes/2120.jpg
2614,Raphael Kirchner,479.0,687.0,127170.0,Art Nouveau (Modern),Sun women,21163.jpg,five_classes/21163.jpg
2615,Sergey Solomko,577.0,900.0,222017.0,Art Nouveau (Modern),Bacchus,56428.jpg,five_classes/56428.jpg
2616,Kay Nielsen,540.0,754.0,95605.0,Art Nouveau (Modern),Two Brothers,21236.jpg,five_classes/21236.jpg
2617,Ferdinand Hodler,2586.0,5286.0,8205061.0,Art Nouveau (Modern),Border woman figure in blue Gwand,77110.jpg,five_classes/77110.jpg
2618,Aubrey Beardsley,1359.0,971.0,272189.0,Art Nouveau (Modern),Design for end paper of 'Pierrot',42681.jpg,five_classes/42681.jpg
2619,Louis Comfort Tiffany,420.0,420.0,31176.0,Art Nouveau (Modern),Tumblers ,30130.jpg,five_classes/30130.jpg
2620,Aubrey Beardsley,1724.0,2216.0,1182244.0,Art Nouveau (Modern),No. 7,71953.jpg,five_classes/71953.jpg
2621,Boris Kustodiev,839.0,1000.0,148228.0,Art Nouveau (Modern),Self Portrait ,59894.jpg,five_classes/59894.jpg
2622,Ferdinand Hodler,3156.0,4638.0,8453089.0,Art Nouveau (Modern),"Valentine Gode Darel, with disheveled hair",65887.jpg,five_classes/65887.jpg
2623,Egon Schiele,1177.0,1222.0,300317.0,Art Nouveau (Modern),Woman with Black Hat,63342.jpg,five_classes/63342.jpg
2624,Theodor Severin Kittelsen,414.0,600.0,41642.0,Art Nouveau (Modern),Rugga,62334.jpg,five_classes/62334.jpg
2625,Gustav Klimt,2024.0,2638.0,986292.0,Art Nouveau (Modern),Fredericke Maria Beer,83339.jpg,five_classes/83339.jpg
2626,Wilhelm Kotarbinski,700.0,469.0,38184.0,Art Nouveau (Modern),The Setting Sun,76075.jpg,five_classes/76075.jpg
2627,Aubrey Beardsley,707.0,1000.0,389178.0,Art Nouveau (Modern),The Battle of the Beaux and the Belles,55467.jpg,five_classes/55467.jpg
2628,Koloman Moser,4716.0,2688.0,7034718.0,Art Nouveau (Modern),"Holy Spirit Church in Düsseldorf, design for the choir wall",45108.jpg,five_classes/45108.jpg
2629,John Bauer,892.0,768.0,1277685.0,Art Nouveau (Modern),Matts 1903,15342.jpg,five_classes/15342.jpg
2630,Jacek Malczewski,900.0,731.0,218164.0,Art Nouveau (Modern),Self-portrait in Armour,72690.jpg,five_classes/72690.jpg
2631,Saturnino Herran,579.0,850.0,140944.0,Art Nouveau (Modern),Mujer con calabaza,41312.jpg,five_classes/41312.jpg
2632,Ivan Bilibin,543.0,358.0,52936.0,Art Nouveau (Modern),Dobrynya Nikitich,25357.jpg,five_classes/25357.jpg
2633,Theophile Steinlen,2334.0,3000.0,766772.0,Art Nouveau (Modern),Les Blanchisseuses ,5923.jpg,five_classes/5923.jpg
2634,Emmerico Nunes,500.0,598.0,206673.0,Art Nouveau (Modern),Untitled,77539.jpg,five_classes/77539.jpg
2635,Louis Wain,450.0,342.0,26212.0,Art Nouveau (Modern),CATS' BRIDGE CLUB,47652.jpg,five_classes/47652.jpg
2636,Felix Vallotton ,654.0,888.0,68967.0,Art Nouveau (Modern),"Portrait of Belgian writer, poet and playwright Maurice Maeterlinck",47186.jpg,five_classes/47186.jpg
2637,Heorhiy Narbut,495.0,684.0,348489.0,Art Nouveau (Modern),Sheet 'N' from the album 'Ukrainian alphabet',34657.jpg,five_classes/34657.jpg
2638,Nicholas Roerich,800.0,629.0,99651.0,Art Nouveau (Modern),Suzdal. Alexander Nevsky Monastery.,75899.jpg,five_classes/75899.jpg
2639,Dorothy Lathrop,730.0,1000.0,217643.0,Art Nouveau (Modern),‘Mopsa The Fairy’ by Jean Ingelow ,5200.jpg,five_classes/5200.jpg
2640,Raphael Kirchner,600.0,373.0,43514.0,Art Nouveau (Modern),Girls with beige border,81592.jpg,five_classes/81592.jpg
2641,Charles Robinson,500.0,635.0,102016.0,Art Nouveau (Modern),The selfish giant ,61985.jpg,five_classes/61985.jpg
2642,Gustav Klimt,537.0,945.0,170090.0,Art Nouveau (Modern),Portrait Of Eugenia Primavesi,81309.jpg,five_classes/81309.jpg
2643,Louis Wain,450.0,620.0,68928.0,Art Nouveau (Modern),TWO NAUGHTY CROWS,79293.jpg,five_classes/79293.jpg
2644,Louis Comfort Tiffany,537.0,444.0,257171.0,Art Nouveau (Modern),Window ,101012.jpg,five_classes/101012.jpg
2645,Egon Schiele,644.0,608.0,448890.0,Art Nouveau (Modern),"Stein on the Danube, Seen from the Kreuzberg",37393.jpg,five_classes/37393.jpg
2646,Konstantin Yuon,491.0,600.0,80712.0,Art Nouveau (Modern),The Golden Fleece Magazine. The March,25821.jpg,five_classes/25821.jpg
2647,Arthur Rackham,412.0,530.0,60995.0,Art Nouveau (Modern),"Then the Youth took the axe and split the anvil with one blow, catching in the Old Man’s beard at the same time",94476.jpg,five_classes/94476.jpg
2648,Henri de Toulouse-Lautrec,602.0,768.0,63725.0,Art Nouveau (Modern),Polaire,87056.jpg,five_classes/87056.jpg
2649,Egon Schiele,1121.0,940.0,221718.0,Art Nouveau (Modern),Vorstadt,1409.jpg,five_classes/1409.jpg
2650,Louis Comfort Tiffany,537.0,377.0,149432.0,Art Nouveau (Modern),Pulpit ,91377.jpg,five_classes/91377.jpg
2651,Mikhail Nesterov,850.0,535.0,124311.0,Art Nouveau (Modern),In a Secluded Monastery,42685.jpg,five_classes/42685.jpg
2652,Boris Kustodiev,1200.0,1386.0,368767.0,Art Nouveau (Modern),Russian Venus,11405.jpg,five_classes/11405.jpg
2653,Arthur Rackham,412.0,500.0,48266.0,Art Nouveau (Modern),But they said one after another,62872.jpg,five_classes/62872.jpg
2654,Louis Comfort Tiffany,537.0,323.0,197538.0,Art Nouveau (Modern),Transom ,40358.jpg,five_classes/40358.jpg
2655,Anna Ostroumova-Lebedeva,677.0,475.0,92359.0,Art Nouveau (Modern),Gear,81242.jpg,five_classes/81242.jpg
